home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
CR Flamengo,SC Corinthians Paulista,2,1,14 de fevereiro de 2021 16:00,Estádio Jornalista Mário Filho (Maracanã),No data,Rafael Traci,"[{""player"": ""Filipe Lu\u00eds Kasmirski"", ""minute"": ""83'""}]",[],"[{""player"": ""Willian Souza Ar\u00e3o da Silva"", ""minute"": ""10'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""55'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""F\u00e1bio Santos Romeu"", ""minute"": ""29'""}, {""player"": ""Ramiro Moschen Benetti"", ""minute"": ""37'""}, {""player"": ""F\u00e1gner Conserva Lemos"", ""minute"": ""41'""}, {""player"": ""Carlos Gilberto do Nascimento Silva"", ""minute"": ""54'""}, {""player"": ""Roni Medeiros de Moura"", ""minute"": ""90+5'""}]",[],"[{""player"": ""Leonardo Natel Vieira"", ""minute"": ""20'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/58stpa9h9mt0orqivx5zn1kru
Santos FC Sao Paulo,Coritiba FBC,2,0,13 de fevereiro de 2021 19:00,Vila Belmiro,No data,Bruno Arleu de Araújo,[],[],"[{""player"": ""M\u00e1rio S\u00e9rgio Santos Costa"", ""minute"": ""37'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""83'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Guilherme da Trindade Dubas"", ""minute"": ""27'""}, {""player"": ""Robson dos Santos Fernandes"", ""minute"": ""82'""}, {""player"": ""Nathan Ot\u00e1vio Ribeiro"", ""minute"": ""88'""}, {""player"": ""Hugo Moura Arruda da Silva"", ""minute"": ""90+5'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/59a80fvjmbngsnrpg4ut240oa
Clube Atlético Mineiro,EC Bahia,1,1,13 de fevereiro de 2021 19:00,Mineirão,No data,Raphael Claus,"[{""player"": ""S\u00e1vio Moreira de Oliveira"", ""minute"": ""88'""}]",[],"[{""player"": ""Eduardo Colcenti Antunes"", ""minute"": ""20'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Ronaldo da Silva Souza"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Rosicley Pereira da Silva"", ""minute"": ""47'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/593xi0yss3z2pucdt0im4f816
Goiás EC,Botafogo FR,2,0,13 de fevereiro de 2021 17:00,Estádio Hailé Pinheiro (Serrinha),No data,Felipe Fernandes de Lima,"[{""player"": ""Heron Crespo da Silva"", ""minute"": ""28'""}, {""player"": ""Miguel Ferreira Damasceno"", ""minute"": ""51'""}, {""player"": ""Eduardo Figueiredo da Cruz"", ""minute"": ""86'""}, {""player"": ""Breno Washington Rodrigues da Silva"", ""minute"": ""87'""}]",[],"[{""player"": ""Rafael Martiniano de Miranda Moura"", ""minute"": ""8'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jos\u00e9 Fernando Viana de Santana"", ""minute"": ""64'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""David Sousa Albino"", ""minute"": ""23'""}, {""player"": ""Kayque Luiz Pereira"", ""minute"": ""34'""}, {""player"": ""Caio Alexandre Souza e Silva"", ""minute"": ""39'""}, {""player"": ""undefined"", ""minute"": ""90+4'""}]","[{""player"": ""Victor Hugo Soares dos Santos"", ""minute"": ""83'""}]",[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/588qsfeex8kazzuxjm3b5c7l6
Fluminense FC,Clube Atlético Mineiro,0,0,10 de fevereiro de 2021 21:30,Estádio Jornalista Mário Filho (Maracanã),No data,Luiz Flávio de Oliveira,[],[],[],"[{""player"": ""Allan Rodrigues de Souza"", ""minute"": ""82'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/56pg1sdslvfbkx5r30sdhcd4a
SC Corinthians Paulista,Club Athletico Paranaense,3,3,10 de fevereiro de 2021 21:30,Neo Química Arena,No data,Jean Pierre Goncalves Lima,"[{""player"": ""Gabriel Girotto Franco"", ""minute"": ""19'""}, {""player"": ""F\u00e1bio Santos Romeu"", ""minute"": ""61'""}, {""player"": ""Mateus da Silva Vital Assump\u00e7\u00e3o"", ""minute"": ""68'""}]",[],"[{""player"": ""Gustavo Henric da Silva"", ""minute"": ""3'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gabriel Girotto Franco"", ""minute"": ""18'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gustavo Henric da Silva"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""Abner Vin\u00edcius da Silva Santos"", ""minute"": ""14'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Fernando Canesin Matos"", ""minute"": ""35'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Vitor Hugo Naum dos Santos"", ""minute"": ""73'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/57bq63vzu3or6y812k56wd1t6
São Paulo FC,Ceará SC,1,1,10 de fevereiro de 2021 21:00,Morumbi,No data,Sávio Pereira Sampaio,"[{""player"": ""Pablo Felipe Teixeira"", ""minute"": ""23'""}, {""player"": ""Igor Silveira Gomes"", ""minute"": ""49'""}, {""player"": ""Juan Francisco Torres Bel\u00e9n"", ""minute"": ""67'""}, {""player"": ""Jonas Gabriel da Silva Nunes"", ""minute"": ""90+10'""}]",[],"[{""player"": ""Luciano da Rocha Neves"", ""minute"": ""90+6'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Samuel Xavier Brito"", ""minute"": ""21'""}, {""player"": ""Charles Rigon Matos"", ""minute"": ""63'""}, {""player"": ""Tiago Pagnussat"", ""minute"": ""71'""}, {""player"": ""Guto Ferreira"", ""minute"": ""75'""}, {""player"": ""Fernando Pereira do Nascimento"", ""minute"": ""82'""}]",[],"[{""player"": ""Leonardo Alves Ch\u00fa Franco"", ""minute"": ""90+3'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/57i18adv7wg1rvdl9vcxa0wh6
Fortaleza EC,CR Vasco da Gama,3,0,10 de fevereiro de 2021 19:15,Castelão,No data,Braulio da Silva Machado,"[{""player"": ""Gabriel Dias de Oliveira"", ""minute"": ""66'""}, {""player"": ""Paulo Roberto Valoura J\u00fanior"", ""minute"": ""77'""}]",[],"[{""player"": ""Igor Torres da Silva"", ""minute"": ""6'"", ""cont"": 0, ""penal"": 0}, {""player"": ""David Corr\u00eaa da Fonseca"", ""minute"": ""43'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jos\u00e9 Rom\u00e1rio Silva de Souza"", ""minute"": ""63'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Marcelo Alves Santos"", ""minute"": ""31'""}, {""player"": ""Leandro Cast\u00e1n da Silva"", ""minute"": ""60'""}, {""player"": ""Vanderlei Luxemburgo da Silva"", ""minute"": ""61'""}, {""player"": ""Cayo Henrique Nascimento Ferreira"", ""minute"": ""75'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/566w7qj9hllhax3qq134dvgiy
SC Internacional,SC do Recife,1,2,10 de fevereiro de 2021 19:00,Beira-Rio,No data,Rodolpho Toski Marques,"[{""player"": ""Leandro Miguel Fern\u00e1ndez"", ""minute"": ""52'""}, {""player"": ""Patrick Bezerra do Nascimento"", ""minute"": ""60'""}]","[{""player"": ""Uendel Pereira Gon\u00e7alves"", ""minute"": ""26'""}, {""player"": ""Jos\u00e9 Gabriel dos Santos Silva"", ""minute"": ""39'""}]","[{""player"": ""Patrick Bezerra do Nascimento"", ""minute"": ""41'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Patric Cabral Lalau"", ""minute"": ""31'""}, {""player"": ""Jair Zaksauskas Ribeiro Ventura"", ""minute"": ""39'""}, {""player"": ""Marcos Vin\u00edcius Sousa Natividade"", ""minute"": ""44'""}, {""player"": ""Luan Polli Gomes"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Marcos Ant\u00f4nio Almeida Silva"", ""minute"": ""38'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Dalberto Luan Belo"", ""minute"": ""45+5'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/574en5cvld0vcn9fit3qowui2
Botafogo FR,Grêmio FB Porto Alegrense,2,5,8 de fevereiro de 2021 20:00,Estádio Nilton Santos,No data,Rodrigo D'Alonso Ferreira,[],[],"[{""player"": ""Rafael Navarro Leal"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Matheus Barcelos da Silva"", ""minute"": ""82'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""Alisson Euler de Freitas Castro"", ""minute"": ""7'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jean Pyerre Casagrande Silveira Corr\u00eaa"", ""minute"": ""17'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Diego Chur\u00edn Puyo"", ""minute"": ""54'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Matheus Henrique de Souza"", ""minute"": ""74'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Matheus Henrique de Souza"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/56vdzg7xdcsxl7jh1nixgvlgq
Red Bull Bragantino,CR Flamengo,1,1,7 de fevereiro de 2021 20:30,Nabizão,No data,Wilton Pereira Sampaio,"[{""player"": ""Raul L\u00f4 Gon\u00e7alves"", ""minute"": ""2'""}, {""player"": ""Aderlan de Lima Silva"", ""minute"": ""47'""}, {""player"": ""Maur\u00edcio Barbieri"", ""minute"": ""49'""}, {""player"": ""Edimar Curitiba Fraga"", ""minute"": ""81'""}, {""player"": ""Jan Carlos Hurtado Anchico"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Ytalo Jos\u00e9 Oliveira dos Santos"", ""minute"": ""63'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Ren\u00ea Rodrigues Martins"", ""minute"": ""13'""}, {""player"": ""Jo\u00e3o Victor Gomes da Silva"", ""minute"": ""65'""}]",[],"[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""35'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/560pa7cbqknax1dro0tyop4dm
Atlético Goianiense,Santos FC Sao Paulo,1,1,6 de fevereiro de 2021 21:00,Estádio Antônio Accioly,No data,Marcelo de Lima Henrique,"[{""player"": ""\u00c9der Ferreira Graminho"", ""minute"": ""78'""}, {""player"": ""Jo\u00e3o Victor da Silva Marcelino"", ""minute"": ""90+4'""}]","[{""player"": ""Matheus de Vargas"", ""minute"": ""63'""}]","[{""player"": ""Jean Paulo Fernandes Filho"", ""minute"": ""33'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Alison Lopes Ferreira"", ""minute"": ""45+2'""}, {""player"": ""Felipe Jonatan Rocha Andrade"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""79'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/56k0mamfbtzjwf3b8l9h8qgkq
EC Bahia,Goiás EC,3,3,6 de fevereiro de 2021 19:00,Arena Fonte Nova,No data,Rafael Traci,"[{""player"": ""Rosicley Pereira da Silva"", ""minute"": ""56'""}, {""player"": ""Severino do Ramo Clementino da Silva"", ""minute"": ""77'""}, {""player"": ""Gregore de Magalh\u00e3es Silva Favero"", ""minute"": ""90+2'""}]","[{""player"": ""Daniel Sampaio Sim\u00f5es"", ""minute"": ""66'""}]","[{""player"": ""Gilberto Oliveira Souza J\u00fanior"", ""minute"": ""26'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gabriel Novaes Fernandes"", ""minute"": ""45+3'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Alesson dos Santos Batista"", ""minute"": ""79'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Jefferson Junio Ant\u00f4nio da Silva"", ""minute"": ""39'""}, {""player"": ""Jos\u00e9 Fernando Viana de Santana"", ""minute"": ""70'""}, {""player"": ""Taylon Vinicius dos Santos Carvalho"", ""minute"": ""76'""}, {""player"": ""Alejandro Ariel Cabral"", ""minute"": ""87'""}]",[],"[{""player"": ""Jos\u00e9 Fernando Viana de Santana"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Vin\u00edcius Lopes da Silva"", ""minute"": ""49'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jos\u00e9 Fernando Viana de Santana"", ""minute"": ""90+5'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/57ppar6ixirv17xigqcds65pm
Botafogo FR,SC do Recife,0,1,5 de fevereiro de 2021 20:00,Estádio Nilton Santos,No data,Luiz Flávio de Oliveira,"[{""player"": ""Jos\u00e9 Welison da Silva"", ""minute"": ""45+1'""}]",[],[],"[{""player"": ""Roberto Pimenta Vinagre Filho"", ""minute"": ""32'""}, {""player"": ""Ewerthon Di\u00f3genes da Silva"", ""minute"": ""53'""}, {""player"": ""Raul Prata"", ""minute"": ""86'""}]",[],"[{""player"": ""Iago Justen Maidana Martins"", ""minute"": ""24'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/55bk07hyhm8s9v0pk4z2elhm2
CR Flamengo,CR Vasco da Gama,2,0,4 de fevereiro de 2021 21:00,Estádio Jornalista Mário Filho (Maracanã),No data,Raphael Claus,"[{""player"": ""Diego Ribas da Cunha"", ""minute"": ""24'""}]",[],"[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""45+3'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Bruno Henrique Pinto"", ""minute"": ""77'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Leonardo de Matos Cruz"", ""minute"": ""32'""}, {""player"": ""Leonardo Roque Albano Gil Chiguay"", ""minute"": ""45+2'""}, {""player"": ""Marcelo Alves Santos"", ""minute"": ""76'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/54cpwnkqftllbnwgenfeoazje
Club Athletico Paranaense,SC Internacional,0,0,4 de fevereiro de 2021 21:00,Arena da Baixada,No data,Ricardo Marques Ribeiro,"[{""player"": ""Thiago Heleno Henrique Ferreira"", ""minute"": ""38'""}, {""player"": ""Leonardo Cittadini"", ""minute"": ""67'""}, {""player"": ""Richard C\u00e2ndido Coelho"", ""minute"": ""72'""}]",[],[],"[{""player"": ""Mois\u00e9s Roberto Barbosa"", ""minute"": ""62'""}, {""player"": ""Rodrigo Oliveira Lindoso"", ""minute"": ""82'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/555jckgaumaq97sg4t7xf1u96
Fortaleza EC,Coritiba FBC,3,1,4 de fevereiro de 2021 18:30,Castelão,No data,Anderson Daronco,"[{""player"": ""Paulo Marcos de Jesus Ribeiro"", ""minute"": ""78'""}, {""player"": ""Luis Ant\u00f4nio Ferreira Rodrigues"", ""minute"": ""88'""}]",[],"[{""player"": ""Nathanael Ananias da Silva"", ""minute"": ""43'"", ""cont"": 1, ""penal"": 0}, {""player"": ""David Corr\u00eaa da Fonseca"", ""minute"": ""44'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Wellington Pereira do Nascimento"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Osman de Menezes Ven\u00e2ncio J\u00fanior"", ""minute"": ""45+6'""}, {""player"": ""Luiz Rhodolfo Dini Gaioto"", ""minute"": ""82'""}, {""player"": ""Wilson Rodrigues de Moura J\u00fanior"", ""minute"": ""85'""}, {""player"": ""Rafael da Silva Francisco"", ""minute"": ""88'""}, {""player"": ""Mart\u00edn Nicol\u00e1s Sarrafiore"", ""minute"": ""88'""}]",[],"[{""player"": ""Ricardo de Oliveira"", ""minute"": ""27'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Luiz Rhodolfo Dini Gaioto"", ""minute"": ""90+3'""}, {""player"": ""Wilson Rodrigues de Moura J\u00fanior"", ""minute"": ""90+6'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/55hyawmg9jtp9mx48gmbey73e
Goiás EC,Clube Atlético Mineiro,1,0,3 de fevereiro de 2021 21:30,Estádio Hailé Pinheiro (Serrinha),No data,Bruno Arleu de Araújo,"[{""player"": ""Eduardo Figueiredo da Cruz"", ""minute"": ""45+1'""}, {""player"": ""Heron Crespo da Silva"", ""minute"": ""90+2'""}, {""player"": ""Tadeu Antonio Ferreira"", ""minute"": ""90+5'""}, {""player"": ""Augusto"", ""minute"": ""90+6'""}]",[],"[{""player"": ""Eduardo Figueiredo da Cruz"", ""minute"": ""28'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Allan Rodrigues de Souza"", ""minute"": ""31'""}, {""player"": ""Mariano Ferreira Filho"", ""minute"": ""75'""}, {""player"": ""Jair Rodrigues J\u00fanior"", ""minute"": ""83'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/54wyr7gyy3tol4ftsx653cfvu
SC Corinthians Paulista,Ceará SC,2,1,3 de fevereiro de 2021 21:30,Neo Química Arena,No data,Heber Roberto Lopes,[],[],"[{""player"": ""F\u00e1bio Santos Romeu"", ""minute"": ""21'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Leonardo Natel Vieira"", ""minute"": ""28'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""F\u00e1bio Gon\u00e7alves"", ""minute"": ""15'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/55odb0w121rqcty23p6ibbxpm
EC Bahia,Fluminense FC,0,1,3 de fevereiro de 2021 21:30,Arena Fonte Nova,No data,Flavio Rodrigues De Souza,"[{""player"": ""Luis Ant\u00f4nio da Rocha J\u00fanior"", ""minute"": ""30'""}]",[],[],"[{""player"": ""Marc\u00edlio Flor\u00eancio Mota Filho"", ""minute"": ""17'""}]",[],"[{""player"": ""Luiz Henrique Andr\u00e9 Rosa da Silva"", ""minute"": ""32'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/5475fm3jtez2ejhbo1yjebjoq
Red Bull Bragantino,Atlético Goianiense,2,0,3 de fevereiro de 2021 19:15,Nabizão,No data,Paulo Roberto Alves Júnior,"[{""player"": ""Eric dos Santos Rodrigues"", ""minute"": ""44'""}, {""player"": ""H\u00e9lio J\u00fanio Nunes de Castro"", ""minute"": ""64'""}, {""player"": ""Leonardo Rech Ortiz"", ""minute"": ""74'""}, {""player"": ""Maur\u00edcio Barbieri"", ""minute"": ""90+3'""}]",[],"[{""player"": ""Ytalo Jos\u00e9 Oliveira dos Santos"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Cl\u00e1udio Luiz Rodrigues Parise Leonel"", ""minute"": ""90+4'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Willian Marlon Ferreira Moraes"", ""minute"": ""11'""}, {""player"": ""Wellington Soares da Silva"", ""minute"": ""64'""}, {""player"": ""Francisco Rithely da Silva Sousa"", ""minute"": ""90+3'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/55uox72wzyiv3ncx0xqqr1hm2
Grêmio FB Porto Alegrense,Santos FC Sao Paulo,3,3,3 de fevereiro de 2021 16:00,Arena do Grêmio,No data,Wilton Pereira Sampaio,"[{""player"": ""Walter Kannemann"", ""minute"": ""66'""}, {""player"": ""Diego de Souza Andrade"", ""minute"": ""68'""}, {""player"": ""Matheus Henrique de Souza"", ""minute"": ""85'""}, {""player"": ""Victor Ferraz Macedo"", ""minute"": ""90+1'""}, {""player"": ""Luiz Fernando Moraes dos Santos"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Diego de Souza Andrade"", ""minute"": ""37'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Jean Pyerre Casagrande Silveira Corr\u00eaa"", ""minute"": ""46'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Eduardo Gabriel Aquino Cossa"", ""minute"": ""53'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Sandry Roberto Santos Goes"", ""minute"": ""13'""}, {""player"": ""Madson Ferreira dos Santos"", ""minute"": ""70'""}]",[],"[{""player"": ""Kaio Jorge Pinto Ramos"", ""minute"": ""8'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Arthur Gomes Louren\u00e7o"", ""minute"": ""67'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Madson Ferreira dos Santos"", ""minute"": ""90+6'"", ""cont"": 0, ""penal"": 1}]",[],"[{""player"": ""Sandry Roberto Santos Goes"", ""minute"": ""86'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/54qfr4w1o3nx2ruv5t5ipoxuy
SE Palmeiras,Botafogo FR,1,1,2 de fevereiro de 2021 16:00,Allianz Parque,No data,Felipe Fernandes de Lima,"[{""player"": ""Breno Henrique Vasconcelos Lopes"", ""minute"": ""32'""}, {""player"": ""Alan Pereira Empereur"", ""minute"": ""71'""}]",[],"[{""player"": ""Emerson Raymundo Santos"", ""minute"": ""16'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Jos\u00e9 Welison da Silva"", ""minute"": ""23'""}]",[],"[{""player"": ""Rafael Navarro Leal"", ""minute"": ""60'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/52lg51omqqc9i7602gnmg9sve
SC do Recife,CR Flamengo,0,3,1 de fevereiro de 2021 20:00,Ilha do Retiro,No data,Rafael Traci,"[{""player"": ""Marcos Vin\u00edcius Sousa Natividade"", ""minute"": ""37'""}, {""player"": ""Ronaldo Henrique Ferreira da Silva"", ""minute"": ""57'""}]",[],[],"[{""player"": ""Diego Ribas da Cunha"", ""minute"": ""51'""}, {""player"": ""Gerson Santos da Silva"", ""minute"": ""52'""}]",[],"[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""4'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Bruno Henrique Pinto"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Pedro Guilherme Abreu dos Santos"", ""minute"": ""90+6'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/52fqxlu5hyt9k6lnblkdhjqlm
Fluminense FC,Goiás EC,3,0,31 de janeiro de 2021 20:30,Estádio Nilton Santos,No data,Raphael Claus,"[{""player"": ""Eg\u00eddio de Ara\u00fajo Pereira J\u00fanior"", ""minute"": ""30'""}]",[],"[{""player"": ""Marc\u00edlio Flor\u00eancio Mota Filho"", ""minute"": ""17'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Matheus Martinelli Lima"", ""minute"": ""26'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Matheus Martinelli Lima"", ""minute"": ""37'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Vin\u00edcius Lopes da Silva"", ""minute"": ""55'""}, {""player"": ""Heron Crespo da Silva"", ""minute"": ""89'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/5416tan7zd0s1lnzf8p1jsokq
